Customer,recency,frequency,monetary,R_Quartile,F_Quartile,M_Quartile,RFMClass
Alexandra Hall,158,8,7152.66,2,1,1,211
Alexandra Harris,299,2,4347.76,4,3,1,431
Alexandra Henderson,155,2,25.479999999999997,2,3,4,234
Alexandra Hernandez,250,3,69.97,3,3,3,333
Alexandra Hill,76,12,215.45000000000002,1,1,3,113
Alexandra Howard,38,3,3194.5782,1,3,1,131
Alexandra Hughes,247,1,9.99,3,4,4,344
Alexandra Jackson,173,2,1155.48,3,3,2,332
Alexandra James,63,2,75.97,1,3,3,133
Alexandra Jenkins,25,34,1002.09,1,1,2,112
Alexandra Johnson,264,3,88.97,4,3,3,433
Alexandra Jones,51,4,45.95,1,2,4,124
Alexandra King,56,1,24.99,1,4,4,144
Alexandra Lee,311,2,78.97999999999999,4,3,3,433
Alexandra Lewis,103,5,2507.0299999999993,2,1,2,212
Alexandra Lopez,251,3,2755.4174999999996,3,3,1,331
Alexandra Martin,146,3,4509.479600000001,2,3,1,231
Alexandra McDonald,332,2,33.98,4,3,4,434
Alexandra Miller,353,2,32.28,4,3,4,434
Alexandra Mitchell,76,8,218.93,1,1,3,113
Alexandra Moore,210,2,39.980000000000004,3,3,4,334
Alexandra Morgan,327,2,124.99,4,3,3,433
Alexandra Morris,245,4,73.96,3,2,3,323
Alexandra Murphy,183,2,1750.98,3,3,2,332
Alexandra Nelson,96,2,574.98,2,3,2,232
Alexandra Parker,107,6,2444.449999999999,2,1,2,212
Alexandra Patterson,152,2,38.980000000000004,2,3,4,234
Alexandra Perez,197,4,103.46000000000001,3,2,3,323
Alexandra Perry,121,1,4.99,2,4,4,244
Alexandra Powell,118,2,1750.98,2,3,2,232
Alexandra Price,103,2,1750.98,2,3,2,232
Alexandra Ramirez,87,5,687.76,2,1,2,212
Alexandra Reed,149,2,38.980000000000004,2,3,4,234
Alexandra Richardson,172,4,5929.23,3,2,1,321
Alexandra Rivera,61,6,207.96,1,1,3,113
Alexandra Roberts,165,4,102.97,2,2,3,223
Alexandra Robinson,120,3,42.97,2,3,4,234
Alexandra Rodriguez,103,3,2620.3995999999997,2,3,1,231
Alexandra Rogers,291,2,7.28,4,3,4,434
Alexandra Ross,174,3,2841.4381999999996,3,3,1,331
Alexandra Russell,15,2,27.279999999999998,1,3,4,134
Alexandra Sanchez,167,2,71.97,2,3,3,233
Alexandra Sanders,670,1,2181.5625,4,4,2,442
Alexandra Scott,229,2,1735.98,3,3,2,332
Alexandra Smith,274,3,61.96,4,3,3,433
Alexandra Stewart,1050,1,3578.27,4,4,1,441
Alexandra Taylor,70,1,4.99,1,4,4,144
Alexandra Thomas,353,5,4809.389999999999,4,1,1,411
Alexandra Thompson,296,3,37.97,4,3,4,434
Alexandra Turner,100,1,4.99,2,4,4,244
Alexandra Wagner,260,2,39.980000000000004,3,3,4,334
Alexandra Walker,105,2,28.979999999999997,2,3,4,234
Alexandra Washington,126,10,256.52000000000004,2,1,3,213
Alexandra Watson,158,5,1868.5582000000002,2,1,2,212
Alexandra White,70,3,36.269999999999996,1,3,4,134
Alexandra Wilson,169,2,36.59,3,3,4,334
Alexandra Winston,135,4,628.97,2,2,2,222
Alexandra Wood,985,1,3578.27,4,4,1,441
Alexandra Wright,241,3,31.269999999999996,3,3,4,334
Alexandra Young,288,1,69.99,4,4,3,443
Alexandre Lobao,2,7,244.23000000000002,1,1,3,113
Alexandria Alexander,267,3,32.269999999999996,4,3,4,434
Alexandria Bailey,150,1,2319.99,2,4,2,242
Alexandria Barnes,60,1,2294.99,1,4,2,142
Alexandria Bell,42,10,284.13,1,1,3,113
Alexandria Bradley,80,3,1779.47,1,3,2,132
Alexandria Brooks,1076,1,3578.27,4,4,1,441
Alexandria Bryant,17,2,68.49,1,3,3,133
Alexandria Butler,77,3,565.47,1,3,2,132
Alexandria Coleman,13,6,66.25,1,1,3,113
Alexandria Cook,204,2,78.97999999999999,3,3,3,333
Alexandria Cox,12,3,64.47,1,3,3,133
Alexandria Diaz,297,2,39.980000000000004,4,3,4,434
Alexandria Flores,107,2,12.940000000000001,2,3,4,234
Alexandria Foster,14,2,58.980000000000004,1,3,3,133
Alexandria Gonzales,89,4,1631.46,2,2,2,222
Alexandria Gray,720,1,2443.35,4,4,2,442
Alexandria Griffin,92,2,59.980000000000004,2,3,3,233
Alexandria Hayes,197,3,60.47,3,3,3,333
Alexandria Henderson,265,1,34.99,4,4,4,444
Alexandria Howard,0,6,119.76,1,1,3,113
Alexandria Hughes,80,3,5971.33,1,3,1,131
Alexandria Jenkins,130,4,604.46,2,2,2,222
Alexandria Kelly,181,2,7.28,3,3,4,334
Alexandria Long,259,3,93.98,3,3,3,333
Alexandria Morgan,124,3,49.97,2,3,3,233
Alexandria Morris,297,5,2815.522499999999,4,1,1,411
Alexandria Murphy,272,1,9.99,4,4,4,444
Alexandria Patterson,325,4,588.96,4,2,2,422
Alexandria Peterson,246,1,1120.49,3,4,2,342
Alexandria Powell,208,2,548.98,3,3,2,332
Alexandria Price,228,3,71.58000000000001,3,3,3,333
Alexandria Ramirez,314,3,1179.97,4,3,2,432
Alexandria Reed,569,1,2071.4196,4,4,2,442
Alexandria Richardson,105,3,1775.47,2,3,2,232
Alexandria Rogers,64,4,206.94,1,2,3,123
Alexandria Ross,308,2,2419.06,4,3,2,432
Alexandria Russell,113,2,1754.98,2,3,2,232
Alexandria Sanchez,132,2,23.779999999999998,2,3,4,234
Alexandria Sandberg,241,2,5873.26,3,3,1,331
Alexandria Simmons,359,2,12.940000000000001,4,3,4,434
Alexandria Stewart,120,1,1700.99,2,4,2,242
Alexandria Ward,308,2,54.980000000000004,4,3,3,433
Alexandria Washington,48,3,1149.47,1,3,2,132
Alexandria Watson,202,3,63.97,3,3,3,333
Alexandria Wood,744,1,2181.5625,4,4,2,442
Alexia Alexander,277,1,24.99,4,4,4,444
Alexia Barnes,13,5,90.75000000000001,1,1,3,113
Alexia Bennett,247,4,132.47,3,2,3,323
Alexia Bryant,217,3,64.47,3,3,3,333
Alexia Butler,48,2,603.49,1,3,2,132
Alexia Coleman,238,5,4898.32,3,1,1,311
Alexia Diaz,347,1,539.99,4,4,2,442
Alexia Flores,102,4,1588.5682000000002,2,2,2,222
Alexia Foster,130,5,6789.4596,2,1,1,211
Alexia Griffin,115,3,3917.5424999999996,2,3,1,231
Alexia Hayes,242,2,1223.84,3,3,2,332
Alexia Henderson,81,5,4411.3682,1,1,1,111
Alexia Hughes,23,3,98.97,1,3,3,133
Alexia Perry,212,3,119.98000000000002,3,3,3,333
Alexia Powell,27,1,69.99,1,4,3,143
Alexia Price,129,3,73.98,2,3,3,233
Alexia Ross,133,11,247.90000000000003,2,1,3,213
Alexia Russell,99,2,94.47999999999999,2,3,3,233
Alexia Washington,420,1,782.99,4,4,2,442
Alexia Wood,345,2,14.98,4,3,4,434
Alexis Alexander,65,2,25.479999999999997,1,3,4,134
Alexis Ashe,241,2,1145.48,3,3,2,332
Alexis Barnes,203,1,4.99,3,4,4,344
Alexis Bennett,152,4,119.96000000000001,2,2,3,223
Alexis Brown,167,1,21.49,2,4,4,244
Alexis Bryant,23,3,59.27,1,3,3,133
Alexis Butler,254,1,24.99,3,4,4,344
Alexis Clark,70,1,32.6,1,4,4,144
Alexis Coleman,193,12,7175.749999999999,3,1,1,311
Alexis Diaz,31,2,42.95,1,3,4,134
Alexis Flores,217,2,32.28,3,3,4,334
Alexis Foster,389,3,1854.5782000000002,4,3,2,432
Alexis Gonzales,165,1,21.98,2,4,4,244
Alexis Griffin,52,1,32.6,1,4,4,144
Alexis Hall,80,3,69.97,1,3,3,133
Alexis Harris,90,2,7.28,2,3,4,234
Alexis Hayes,83,7,190.23000000000002,1,1,3,113
Alexis Henderson,51,3,2332.2799999999997,1,3,2,132
Alexis Hughes,143,2,31.279999999999998,2,3,4,234
Alexis Jenkins,1008,1,3578.27,4,4,1,441
Alexis Johnson,94,2,7.28,2,3,4,234
Alexis Jones,204,4,5913.24,3,2,1,321
Alexis Lee,121,3,27.769999999999996,2,3,4,234
Alexis Lewis,101,2,68.49,2,3,3,233
Alexis Long,239,5,3051.3099999999995,3,1,1,311
Alexis Martinez,211,2,29.979999999999997,3,3,4,334
Alexis Miller,15,8,159.93,1,1,3,113
Alexis Moore,892,1,3578.27,4,4,1,441
Alexis Patterson,48,5,4392.0181999999995,1,1,1,111
Alexis Perry,259,2,1249.84,3,3,2,332
Alexis Powell,329,5,3337.2824999999993,4,1,1,411
Alexis Price,42,1,4.99,1,4,4,144
Alexis Robinson,180,3,68.97,3,3,3,333
Alexis Rodriguez,93,12,179.19000000000003,2,1,3,213
Alexis Ross,151,4,3134.9499999999994,2,2,1,221
Alexis Russell,35,7,234.93,1,1,3,113
Alexis Simmons,80,4,600.46,1,2,2,122
Alexis Smith,559,1,2049.0982,4,4,2,442
Alexis Taylor,161,3,68.97,2,3,3,233
Alexis Thomas,161,5,5800.329999999999,2,1,1,211
Alexis Thompson,49,3,1729.97,1,3,2,132
Alexis Walker,219,4,1151.76,3,2,2,322
Alexis Washington,252,4,46.26,3,2,4,324
Alexis White,150,3,69.97,2,3,3,233
Alexis Williams,72,4,142.47,1,2,3,123
Alexis Wilson,283,3,63.97,4,3,3,433
Alexis Wood,281,2,30.97,4,3,4,434
Alfredo Alonso,184,4,2745.3324999999995,3,2,1,321
Alfredo Blanco,226,3,3001.0424999999996,3,3,1,331
Alfredo Carlson,70,6,108.85,1,1,3,113
Alfredo Diaz,97,3,59.92,2,3,3,233
Alfredo Dominguez,909,1,3374.99,4,4,1,441
Alfredo Gill,355,4,2466.3199999999993,4,2,2,422
Alfredo Gomez,121,5,4150.53,2,1,1,211
Alfredo Gutierrez,121,2,28.979999999999997,2,3,4,234
Alfredo Hernandez,267,4,588.96,4,2,2,422
Alfredo Jiménez,359,2,39.980000000000004,4,3,4,434
Alfredo Martin,33,2,39.980000000000004,1,3,4,134
Alfredo Moreno,40,1,53.99,1,4,3,143
Alfredo Munoz,195,5,2744.522499999999,3,1,1,311
Alfredo Navarro,131,4,2770.8224999999998,2,2,1,221
Alfredo Ortega,149,2,1903.48,2,3,2,232
Alfredo Ramos,185,3,6029.57,3,3,1,331
Alfredo Romero,126,4,162.28,2,2,3,223
Alfredo Rubio,173,4,3896.5324999999993,3,2,1,321
Alfredo Ruiz,31,2,85.48,1,3,3,133
Alfredo Sandberg,76,3,69.97,1,3,3,133
Alfredo Serrano,106,3,3936.5424999999996,2,3,1,231
Alfredo Suarez,230,3,5314.25,3,3,1,331
Alfredo Torres,46,3,74.98,1,3,3,133
Alice Serventi,344,3,63.97,4,3,3,433
Alicia Andersen,140,4,3339.4074999999993,2,2,1,221
Alicia Beck,149,3,4382.75,2,3,1,231
Alicia Chapman,127,3,4659.9025,2,3,1,231
Alicia Goel,313,4,4177.74,4,2,1,421
Alicia Jai,340,2,29.93,4,3,4,434
Alicia Lal,61,3,4426.4096,1,3,1,131
Alicia Luo,351,2,94.47999999999999,4,3,3,433
Alicia Pal,108,3,31.269999999999996,2,3,4,234
Alicia Rai,263,3,27.769999999999996,3,3,4,334
Alicia Raje,137,1,4.99,2,4,4,244
Alicia Raji,137,1,4.99,2,4,4,244
Alicia Shan,269,2,6.28,4,3,4,434
Alicia Sharma,341,5,3492.7574999999993,4,1,1,411
Alicia She,27,4,97.96,1,2,3,123
Alicia Shen,178,13,9458.182499999999,3,1,1,311
Alicia Xie,69,2,123.97999999999999,1,3,3,133
Alicia Xu,119,3,79.97,2,3,3,233
Alicia Yuan,184,3,2129.9174999999996,3,3,2,332
Alisha Alan,60,2,3191.9096,1,3,1,131
Alisha Andersen,74,3,553.97,1,3,2,132
Alisha Beck,46,4,47.92,1,2,4,124
Alisha Cai,298,3,1183.47,4,3,2,432
Alisha Chande,203,3,67.93,3,3,3,333
Alisha Chander,139,2,2611.4096,2,3,1,231
Alisha Chen,155,5,5603.9182,2,1,1,211
Alisha Deng,61,2,1174.48,1,3,2,132
Alisha Gao,44,2,38.980000000000004,1,3,4,134
Alisha Goel,309,3,1331.97,4,3,2,432
Alisha Guo,304,2,3563.84,4,3,1,431
Alisha He,57,5,2988.3224999999993,1,1,1,111
Alisha Holt,163,2,13.98,2,3,4,234
Alisha Hu,301,2,2413.06,4,3,2,432
Alisha Huang,50,4,4112.7675,1,2,1,121
Alisha Kumar,123,2,4624.9125,2,3,1,231
Alisha Lal,133,2,34.98,2,3,4,234
Alisha Li,62,2,548.98,1,3,2,132
Alisha Liang,308,2,7.28,4,3,4,434
Alisha Lin,58,4,116.95,1,2,3,123
Alisha Liu,341,3,2457.3299999999995,4,3,2,432
Alisha Lu,203,4,1214.46,3,2,2,322
Alisha Luo,331,4,2533.9299999999994,4,2,1,421
Alisha Ma,150,4,2791.5324999999993,2,2,1,221
Alisha Nara,132,3,563.77,2,3,2,232
Alisha Nath,71,7,6497.209999999999,1,1,1,111
Alisha Oliver,331,1,69.99,4,4,3,443
Alisha Rai,223,4,607.96,3,2,2,322
Alisha Raje,319,2,23.779999999999998,4,3,4,434
Alisha Raji,0,1,4.99,1,4,4,144
Alisha Shan,196,5,4416.379599999999,3,1,1,311
Alisha She,31,5,4343.589999999999,1,1,1,111
Alisha Shen,83,3,1938.47,1,3,2,132
Alisha Sun,71,3,64.97,1,3,3,133
Alisha Tang,349,1,32.6,4,4,4,444
Alisha Wang,123,3,3330.4174999999996,2,3,1,231
Alisha Wu,183,2,59.980000000000004,3,3,3,333
Alisha Xie,354,1,4.99,4,4,4,444
Alisha Xu,53,7,346.24000000000007,1,1,2,112
Alisha Yang,207,3,63.97,3,3,3,333
Alisha Ye,50,5,4141.23,1,1,1,111
Alisha Yuan,48,3,36.269999999999996,1,3,4,134
Alisha Zeng,54,4,134.46,1,2,3,123
Alisha Zhang,161,3,4555.469999999999,2,3,1,231
Alisha Zhao,67,1,35.0,1,4,4,144
Alisha Zheng,55,2,4624.9125,1,3,1,131
Alisha Zhu,396,3,6030.61,4,3,1,431
Alison Anand,171,3,2746.0424999999996,3,3,1,331
Alison Andersen,92,1,4.99,2,4,4,244
Alison Beck,166,2,12.940000000000001,2,3,4,234
Alison Chande,365,3,74.98,4,3,3,433
Alison Chander,357,5,6044.589999999999,4,1,1,411
Alison Deng,314,2,6.28,4,3,4,434
Alison Goel,314,1,24.99,4,4,4,444
Alison Jai,105,1,4.99,2,4,4,244
Alison Kumar,144,3,3932.5424999999996,2,3,1,231
Alison Lal,163,2,39.980000000000004,2,3,4,234
Alison Luo,242,2,56.97,3,3,3,333
Alison Nara,171,2,1170.48,3,3,2,332
Alison Nath,202,4,1764.96,3,2,2,322
Alison Pal,98,3,84.47,2,3,3,233
Alison Rai,168,3,563.77,3,3,2,332
Alison Raje,16,6,68.69999999999999,1,1,3,113
Alison Raji,303,2,36.59,4,3,4,434
Alison Shan,125,2,27.279999999999998,2,3,4,234
Alison Sharma,84,3,60.47,1,3,3,133
Alison Shen,72,5,71.16000000000001,1,1,3,113
Alison Tang,279,1,4.99,4,4,4,444
Alison Xie,157,1,3.99,2,4,4,244
Alison Xu,47,4,114.96000000000001,1,2,3,123
Alison Yuan,174,4,98.96,3,2,3,323
Allen Arthur,735,1,2071.4196,4,4,2,442
Allen Chandra,203,1,53.99,3,4,3,343
Allen Fernandez,278,3,6056.61,4,3,1,431
Allen Garcia,71,14,7853.489999999998,1,1,1,111
Allen Gonzalez,64,4,1169.46,1,2,2,122
Allen Kapoor,229,2,39.980000000000004,3,3,4,334
Allen Lopez,140,5,5940.54,2,1,1,211
Allen Malhotra,64,6,97.35,1,1,3,113
Allen Martinez,324,3,1938.47,4,3,2,432
Allen Mehta,365,3,144.47,4,3,3,433
Allen Patel,268,2,14.98,4,3,4,434
Allen Perez,83,2,74.98,1,3,3,133
Allen Raman,341,3,60.47,4,3,3,433
Allen Rana,110,2,4763.34,2,3,1,231
Allen Rodriguez,196,3,4752.75,3,3,1,331
Allen Sai,154,2,574.98,2,3,2,232
Allen Schmidt,0,1,21.49,1,4,4,144
Allen Smith,163,2,74.98,2,3,3,233
Allen Subram,289,2,29.979999999999997,4,3,4,434
Allen Suri,145,4,4666.5025000000005,2,2,1,221
Allison Adams,114,3,1602.47,2,3,2,232
Allison Allen,152,3,37.27,2,3,4,234
Allison Bailey,238,1,69.99,3,4,3,343
Allison Baker,135,2,58.980000000000004,2,3,3,233
Allison Bell,23,3,63.97,1,3,3,133
Allison Brooks,110,6,4750.009999999999,2,1,1,211
Allison Campbell,122,2,1155.48,2,3,2,232
Allison Carter,333,3,553.97,4,3,2,432
Allison Collins,57,2,119.97999999999999,1,3,3,133
Allison Cooper,92,3,553.97,2,3,2,232
Allison Cox,244,3,1804.9175,3,3,2,332
Allison Edwards,308,2,1819.5882000000001,4,3,2,432
Allison Evans,6,2,37.29,1,3,4,134
Allison Gonzalez,269,5,5948.23,4,1,1,411
Allison Gray,114,1,24.99,2,4,4,244
Allison Green,115,5,2340.939999999999,2,1,2,212
Allison Hernandez,205,2,1174.48,3,3,2,332
Allison Howard,287,3,36.269999999999996,4,3,4,434
Allison James,357,1,7.95,4,4,4,444
Allison Kelly,70,1,32.6,1,4,4,144
Allison King,332,4,3045.5324999999993,4,2,1,421
Allison Lopez,291,4,1845.8975,4,2,2,422
Allison Mitchell,241,2,2419.06,3,3,2,332
Allison Morris,137,2,36.59,2,3,4,234
Allison Murphy,199,3,38.88,3,3,4,334
Allison Nelson,727,1,2443.35,4,4,2,442
Allison Parker,116,2,49.48,2,3,4,234
Allison Perez,287,2,25.479999999999997,4,3,4,434
Allison Peterson,97,3,60.47,2,3,3,233
Allison Phillips,284,2,78.97999999999999,4,3,3,433
Allison Ramirez,158,3,38.88,2,3,4,234
Allison Reed,351,1,28.99,4,4,4,444
Allison Richardson,179,3,5900.55,3,3,1,331
Allison Rivera,32,9,224.91000000000003,1,1,3,113
Allison Roberts,220,4,4334.599999999999,3,2,1,321
Allison Rogers,144,3,31.729999999999997,2,3,4,234
Allison Sanchez,7,6,65.99000000000001,1,1,3,113
Allison Sanders,143,5,268.25,2,1,3,213
Allison Scott,241,2,804.48,3,3,2,332
Allison Stewart,72,6,166.43,1,1,3,113
Allison Torres,238,3,49.97,3,3,3,333
Allison Turner,46,3,2418.0499999999997,1,3,2,132
Allison Ward,321,3,563.77,4,3,2,432
Allison Watson,68,3,1134.47,1,3,2,132
Allison Wright,44,1,4.99,1,4,4,144
Allison Young,115,2,39.980000000000004,2,3,4,234
Alma Son,176,3,64.97,3,3,3,333
Alvin Anand,298,2,30.479999999999997,4,3,4,434
Alvin Andersen,370,3,2959.0024999999996,4,3,1,431
Alvin Beck,38,4,2730.4074999999993,1,2,1,121
Alvin Cai,26,6,113.71000000000001,1,1,3,113
Alvin Chande,253,2,23.779999999999998,3,3,4,334
Alvin Chen,23,1,3.99,1,4,4,144
Alvin Deng,318,4,1169.46,4,2,2,422
Alvin Goldstein,91,1,9.99,2,4,4,244
Alvin Guo,99,2,6.28,2,3,4,234
Alvin He,190,2,7.28,3,3,4,334
Alvin Hu,218,7,8130.32,3,1,1,311
Alvin Huang,179,3,86.58000000000001,3,3,3,333
Alvin Jai,223,2,5279.26,3,3,1,331
Alvin Kumar,55,3,1587.47,1,3,2,132
Alvin Lal,158,3,1164.47,2,3,2,232
Alvin Li,77,3,1938.47,1,3,2,132
Alvin Lin,275,2,2419.06,4,3,2,432
Alvin Liu,350,3,786.33,4,3,2,432
Alvin Lu,172,5,3120.2599999999993,3,1,1,311
Alvin Luo,358,2,2452.3399999999997,4,3,2,432
Alvin Ma,229,3,90.58000000000001,3,3,3,333
Alvin Nara,280,3,132.94,4,3,3,433
Alvin Nath,278,3,134.98,4,3,3,433
Alvin Pal,271,3,2447.0499999999997,4,3,2,432
Alvin Rai,111,2,7.28,2,3,4,234
Alvin Raji,98,1,24.99,2,4,4,244
Alvin Sharma,301,3,6056.61,4,3,1,431
Alvin She,53,3,5900.55,1,3,1,131
Alvin Shen,346,4,78.96,4,2,3,423
Alvin Sun,354,2,6021.62,4,3,1,431
Alvin Tang,325,3,42.93,4,3,4,434
Alvin Wang,50,3,48.970000000000006,1,3,4,134
Alvin Xie,136,6,160.55,2,1,3,213
Alvin Xu,63,9,4287.2699999999995,1,1,1,111
Alvin Yang,205,3,776.33,3,3,2,332
Alvin Ye,51,3,2910.8995999999997,1,3,1,131
Alvin Yuan,130,3,1785.97,2,3,2,232
Alvin Zeng,2,8,123.8,1,1,3,113
Alvin Zhang,208,2,39.980000000000004,3,3,4,334
Alvin Zhao,17,3,27.769999999999996,1,3,4,134
Alvin Zheng,219,1,2384.07,3,4,2,342
Alvin Zhu,298,1,53.99,4,4,3,443
Alyssa Alexander,10,5,100.24999999999999,1,1,3,113
Alyssa Ashe,242,2,44.980000000000004,3,3,4,334
Alyssa Bailey,23,1,24.99,1,4,4,144
Alyssa Barnes,59,2,71.97,1,3,3,133
Alyssa Bradley,104,8,7200.86,2,1,1,211
Alyssa Brooks,62,3,100.09,1,3,3,133
Alyssa Brown,354,2,27.279999999999998,4,3,4,434
Alyssa Bryant,188,2,76.97,3,3,3,333
Alyssa Butler,168,1,29.99,3,4,4,344
Alyssa Clark,194,2,39.980000000000004,3,3,4,334
Alyssa Coleman,340,2,59.980000000000004,4,3,3,433
Alyssa Cook,74,3,1785.97,1,3,2,132
Alyssa Cooper,327,4,5983.74,4,2,1,421
Alyssa Cox,81,5,3137.3199999999993,1,1,1,111
Alyssa Davis,246,3,4511.5425,3,3,1,331
Alyssa Diaz,164,5,4715.329999999999,2,1,1,211
Alyssa Flores,161,2,119.97999999999999,2,3,3,233
Alyssa Foster,133,2,839.48,2,3,2,232
Alyssa Garcia,1118,1,3578.27,4,4,1,441
Alyssa Gonzales,50,2,75.48,1,3,3,133
Alyssa Gray,232,1,1120.49,3,4,2,342
Alyssa Hall,214,2,2419.06,3,3,2,332
Alyssa Harris,306,1,32.6,4,4,4,444
Alyssa Henderson,361,2,180.98,4,3,3,433
Alyssa Howard,234,5,863.95,3,1,2,312
Alyssa Hughes,71,1,2319.99,1,4,2,142
Alyssa Jackson,103,3,42.28,2,3,4,234
Alyssa James,88,3,1179.97,2,3,2,232
Alyssa Jenkins,267,3,60.47,4,3,3,433
Alyssa Johnson,45,1,34.99,1,4,4,144
Alyssa Jones,1032,1,3578.27,4,4,1,441
Alyssa Kelly,245,2,548.98,3,3,2,332
Alyssa Lee,77,3,89.97,1,3,3,133
Alyssa Lewis,216,2,39.980000000000004,3,3,4,334
Alyssa Martin,24,5,114.95,1,1,3,113
Alyssa Martinez,5,1,4.99,1,4,4,144
Alyssa Miller,362,1,29.99,4,4,4,444
Alyssa Moore,294,2,2419.06,4,3,2,432
Alyssa Morgan,341,5,5948.24,4,1,1,411
Alyssa Morris,91,2,548.98,2,3,2,232
Alyssa Murphy,41,3,2469.0499999999997,1,3,2,132
Alyssa Patterson,276,2,24.27,4,3,4,434
Alyssa Perry,165,3,599.47,2,3,2,232
Alyssa Powell,362,2,7.28,4,3,4,434
Alyssa Price,4,3,79.97,1,3,3,133
Alyssa Ramirez,144,2,1170.48,2,3,2,232
Alyssa Reed,241,3,4349.61,3,3,1,331
Alyssa Richardson,94,2,2419.06,2,3,2,232
Alyssa Rivera,360,2,27.279999999999998,4,3,4,434
Alyssa Robinson,80,2,39.980000000000004,1,3,4,134
Alyssa Rodriguez,326,2,32.28,4,3,4,434
Alyssa Rogers,246,2,14.98,3,3,4,334
Alyssa Ross,271,2,39.980000000000004,4,3,4,434
Alyssa Russell,221,1,4.99,3,4,4,344
Alyssa Sanchez,366,3,2595.95,4,3,1,431
Alyssa Sanders,278,2,27.279999999999998,4,3,4,434
Alyssa Smith,154,3,5794.049999999999,2,3,1,231
Alyssa Stewart,279,1,29.99,4,4,4,444
Alyssa Taylor,148,2,27.279999999999998,2,3,4,234
Alyssa Thomas,65,2,1155.48,1,3,2,132
Alyssa Thompson,67,3,1760.47,1,3,2,132
Alyssa Ward,13,2,39.99,1,3,4,134
Alyssa Watson,252,3,36.93,3,3,4,334
Alyssa West,279,2,39.980000000000004,4,3,4,434
Alyssa White,175,5,3177.959999999999,3,1,1,311
Alyssa Wilson,145,3,106.96000000000001,2,3,3,233
Alyssa Wood,164,4,4658.82,2,2,1,221
Alícia Anand,279,4,2453.0399999999995,4,2,2,422
Amanda Adams,64,5,134.46,1,1,3,113
Amanda Alexander,943,1,3578.27,4,4,1,441
Amanda Allen,192,2,39.980000000000004,3,3,4,334
Amanda Bailey,109,3,78.47999999999999,2,3,3,233
Amanda Baker,71,4,588.96,1,2,2,122
Amanda Barnes,53,2,548.98,1,3,2,132
Amanda Bennett,248,2,29.979999999999997,3,3,4,334
Amanda Bradley,218,4,2453.0399999999995,3,2,2,322
Amanda Brooks,250,4,4536.032499999999,3,2,1,321
Amanda Bryant,118,4,4469.4696,2,2,1,221
Amanda Butler,316,2,7.28,4,3,4,434
Amanda Campbell,76,1,1120.49,1,4,2,142
Amanda Carter,379,3,2380.47,4,3,2,432
Amanda Coleman,6,2,13.98,1,3,4,134
Amanda Collins,66,2,39.980000000000004,1,3,4,134
Amanda Cook,220,4,44.57,3,2,4,324
Amanda Cooper,104,5,4716.0199999999995,2,1,1,211
Amanda Cox,398,1,2049.0982,4,4,2,442
Amanda Diaz,42,1,4.99,1,4,4,144
Amanda Edwards,106,4,618.47,2,2,2,222
Amanda Evans,148,2,14.98,2,3,4,234
Amanda Flores,47,4,91.94999999999999,1,2,3,123
Amanda Foster,141,6,180.94,2,1,3,213
Amanda Gonzales,152,2,124.99,2,3,3,233
Amanda Gonzalez,58,2,574.98,1,3,2,132
Amanda Gray,312,3,5933.25,4,3,1,431
Amanda Green,88,2,1155.48,2,3,2,232
Amanda Griffin,168,5,3184.439999999999,3,1,1,311
Amanda Hall,372,5,1345.95,4,1,2,412
Amanda Henderson,349,2,561.97,4,3,2,432
Amanda Hernandez,237,2,94.47999999999999,3,3,3,333
Amanda Hill,149,3,1134.47,2,3,2,232
Amanda Howard,225,5,4576.532499999999,3,1,1,311
Amanda Hughes,51,5,105.94,1,1,3,113
Amanda James,345,3,73.97,4,3,3,433
Amanda Jenkins,116,6,4490.879599999999,2,1,1,211
Amanda King,257,4,791.32,3,2,2,322
Amanda Long,349,3,71.58000000000001,4,3,3,433
Amanda Lopez,115,3,71.58000000000001,2,3,3,233
Amanda Mitchell,211,2,1735.98,3,3,2,332
Amanda Morgan,289,3,61.96,4,3,3,433
Amanda Morris,183,3,2826.4381999999996,3,3,1,331
Amanda Nelson,207,2,56.97,3,3,3,333
Amanda Parker,182,2,51.97,3,3,3,333
Amanda Perez,135,2,5898.26,2,3,1,231
Amanda Perry,131,2,13.98,2,3,4,234
Amanda Peterson,130,3,624.97,2,3,2,232
Amanda Phillips,309,4,636.45,4,2,2,422
Amanda Powell,285,2,901.35,4,3,2,432
Amanda Price,222,3,84.47,3,3,3,333
Amanda Ramirez,373,5,1307.0582000000002,4,1,2,412
Amanda Richardson,135,4,3178.9499999999994,2,2,1,221
Amanda Rivera,5,9,165.91,1,1,3,113
Amanda Roberts,141,3,2334.9799999999996,2,3,2,232
Amanda Rogers,91,12,266.97,2,1,3,213
Amanda Ross,217,2,14.98,3,3,4,334
Amanda Russell,277,1,21.98,4,4,4,444
Amanda Sanders,392,4,2487.8899999999994,4,2,2,422
Amanda Scott,163,2,1174.48,2,3,2,232
Amanda Simmons,374,2,1155.48,4,3,2,432
Amanda Stewart,136,8,94.44,2,1,3,213
Amanda Torres,301,3,1839.9175,4,3,2,432
Amanda Turner,93,3,3241.8995999999997,2,3,1,231
Amanda Ward,172,5,3033.3099999999995,3,1,1,311
Amanda Washington,332,2,34.98,4,3,4,434
Amanda Watson,183,4,45.95,3,2,4,324
Amanda Wood,63,4,6021.82,1,2,1,121
